* Dictionary *
session: Unique session identifier, From 1 to 3.
round: Number of round. 18 Rounds per session.
stage: Number of stage within round. An additional stage is required if the group did not reach an agreement in the previous stage.
group: Group each subject belongs to.
id: Unique subject identifier (identifies subject across sessions) >= 1
delta: discount value. Could be 0, 0.2, 0.4, 0.6, 0.8 or 1. For one of the 3 blocks of 6 rounds in the experiment the values of delta are randomly chosen.
budget: Total budget to be allocated.
budget_next: budget to be allocated next stage if proposal fails
subject: number of the subject within a group: from 1 to 3.
b1 b2 b3: proposals as submitted by subjets. b1 is the amount allocated to subject with subject number 1 and so on.
sb1, sb2, sb3: share proposed, = bX/money available, [0,1].
computer: whether the proposer will be replaced by a computer (takes value 1) or not (takes value 0)
choice: if the computer makes a proposal choice codifies the type of proposal to be made.
   1: Egalitarian,
   2: Baron and Ferejohn SPE,
   3: Quasi BF. Proposer gets something between BF and egalitarian. Another member gets the difference,
   4: Non Minimum Winning coalition Proposer gets something between BF and half of the budget.
      Another two member split the difference equally,
   5: totally random
proposer: 1 if subject is the proposer, 0 otherwise.
p1 p2 p3: proposal submitted for voting. p1 is the amount allocated to subject with subject number 1 and so on.
sp1, sp2, sp3: share voted on, pX/money available, [0,1].
belief: answer to how likely do you think it is that the proposal comes from a computer? (-1 if Round is 6 or less, between 0 and 100 for Rounds 7 onwards) (Only for Stage 1, Stage 2 onwards equals -1)
vote: 1 if subject voted in favor, 0 if voted against
pass: 1 if proposal received a simple majority of votes
profit: profit made by the subject in the stage.
s_floor: share the subject is offered in the proposal on the floor, [0,1]
prop_s_floor: share to the proposer in the proposal on the floor, [0,1]
prop_s: share a subject offered for himself, [0,1]
high_s: highest offered share excluding the proposer, [0,1]
low_s: lowest offered share excluding the proposer, [0,1]
high_s_floor: highest offered share on the floor excluding the proposer, [0,1]
low_s_floor: lowest offered share on the floor excluding the proposer, [0,1]
mwc: = 1 if subject offered a MWC, 0 o/w.
mwc_floor: = 1 if proposal on the floor is a MWC, 0 o/w.
rmwc: = 1 if subject offered a Relaxed MWC, excluded member gets 10% of budget or less
rmwc_floor: = 1 if proposal on the floor is a Relaxed MWC, excluded member gets 10% of budget or less
equal = 1 if budget divided equally among members
**************

session,round,stage,group,id,subject,delta,budget,budget_next,b1,b2,b3,sb1,sb2,sb3,computer,choice,proposer,p1,p2,p3,sp1,sp2,sp3,belief,vote,pass,profit,s_floor,prop_s_floor,prop_s,high_s,low_s,mwc,mwc_floor,rmwc,rmwc_floor,high_s_floor,low_s_floor,equal
110517_1727,4,3,6,61,1,.60000002,10.8,6.5,3.5999999,3.5999999,3.5999999,.33333331,.33333331,.33333331,0,3,0,0,5.4000001,5.4000001,0,.5,.5,-1,0,1,0,0,.5,.33333331,.33333331,.33333331,0,1,0,1,.5,0,1
110517_1727,4,3,6,62,2,.60000002,10.8,6.5,0,5.4000001,5.4000001,0,.5,.5,0,3,1,0,5.4000001,5.4000001,0,.5,.5,-1,1,1,5.4000001,.5,.5,.5,.5,0,1,1,1,1,.5,0,0
110517_1727,4,3,6,69,3,.60000002,10.8,6.5,5.4000001,0,5.4000001,.5,0,.5,0,3,0,0,5.4000001,5.4000001,0,.5,.5,-1,1,1,5.4000001,.5,.5,.5,.5,0,1,1,1,1,.5,0,0
110517_1727,5,1,1,57,1,.2,30,6,10,10,10,.33333334,.33333334,.33333334,0,3,0,0,14,16,0,.46666667,.53333336,-1,0,1,0,0,.53333336,.33333334,.33333334,.33333334,0,1,0,1,.46666667,0,1
110517_1727,5,1,1,55,2,.2,30,6,14,16,0,.46666667,.53333336,0,0,3,0,0,14,16,0,.46666667,.53333336,-1,1,1,14,.46666667,.53333336,.53333336,.46666667,0,1,1,1,1,.46666667,0,0
110517_1727,5,1,1,72,3,.2,30,6,0,14,16,0,.46666667,.53333336,0,3,1,0,14,16,0,.46666667,.53333336,-1,1,1,16,.53333336,.53333336,.53333336,.46666667,0,1,1,1,1,.46666667,0,0
110517_1727,5,1,2,61,1,.2,30,6,10,10,10,.33333334,.33333334,.33333334,0,4,0,12,0,18,.40000001,0,.60000002,-1,0,0,0,.40000001,.60000002,.33333334,.33333334,.33333334,0,1,0,1,.40000001,0,1
110517_1727,5,1,2,67,2,.2,30,6,12,18,0,.40000001,.60000002,0,0,4,0,12,0,18,.40000001,0,.60000002,-1,0,0,0,0,.60000002,.60000002,.40000001,0,1,1,1,1,.40000001,0,0
110517_1727,5,1,2,56,3,.2,30,6,12,0,18,.40000001,0,.60000002,0,4,1,12,0,18,.40000001,0,.60000002,-1,1,0,0,.60000002,.60000002,.60000002,.40000001,0,1,1,1,1,.40000001,0,0
110517_1727,5,1,3,69,1,.2,30,6,15,15,0,.5,.5,0,1,4,0,4.5999999,4.5999999,20.799999,.15333334,.15333334,.69333333,-1,1,1,4.5999999,.15333334,.69333333,.5,.5,0,1,0,1,0,.15333334,.15333334,0
110517_1727,5,1,3,64,2,.2,30,6,15,15,0,.5,.5,0,1,4,0,4.5999999,4.5999999,20.799999,.15333334,.15333334,.69333333,-1,1,1,4.5999999,.15333334,.69333333,.5,.5,0,1,0,1,0,.15333334,.15333334,0
110517_1727,5,1,3,66,3,.2,30,6,15,0,15,.5,0,.5,1,4,1,4.5999999,4.5999999,20.799999,.15333334,.15333334,.69333333,-1,1,1,20.799999,.69333333,.69333333,.5,.5,0,1,0,1,0,.15333334,.15333334,0
110517_1727,5,1,4,65,1,.2,30,6,16,14,0,.53333336,.46666667,0,1,1,0,10,10,10,.33333334,.33333334,.33333334,-1,1,1,10,.33333334,.33333334,.53333336,.46666667,0,1,0,1,0,.33333334,.33333334,0
110517_1727,5,1,4,59,2,.2,30,6,11,10,9,.36666667,.33333334,.30000001,1,1,0,10,10,10,.33333334,.33333334,.33333334,-1,1,1,10,.33333334,.33333334,.33333334,.36666667,.30000001,0,0,0,0,.33333334,.33333334,0
110517_1727,5,1,4,70,3,.2,30,6,10,10,10,.33333334,.33333334,.33333334,1,1,1,10,10,10,.33333334,.33333334,.33333334,-1,1,1,10,.33333334,.33333334,.33333334,.33333334,.33333334,0,0,0,0,.33333334,.33333334,1
110517_1727,5,1,5,63,1,.2,30,6,14,8,8,.46666667,.26666668,.26666668,1,3,0,9.6000004,0,20.4,.32000002,0,.68000001,-1,0,0,0,.32000002,.68000001,.46666667,.26666668,.26666668,0,1,0,1,.32000002,0,0
110517_1727,5,1,5,58,2,.2,30,6,10,10,10,.33333334,.33333334,.33333334,1,3,0,9.6000004,0,20.4,.32000002,0,.68000001,-1,0,0,0,0,.68000001,.33333334,.33333334,.33333334,0,1,0,1,.32000002,0,1
110517_1727,5,1,5,68,3,.2,30,6,10,10,10,.33333334,.33333334,.33333334,1,3,1,9.6000004,0,20.4,.32000002,0,.68000001,-1,1,0,0,.68000001,.68000001,.33333334,.33333334,.33333334,0,1,0,1,.32000002,0,1
110517_1727,5,1,6,60,1,.2,30,6,14,16,0,.46666667,.53333336,0,0,1,0,8,7,15,.26666668,.23333333,.5,-1,0,1,8,.26666668,.5,.46666667,.53333336,0,1,0,1,0,.26666668,.23333333,0
110517_1727,5,1,6,62,2,.2,30,6,15,15,0,.5,.5,0,0,1,0,8,7,15,.26666668,.23333333,.5,-1,1,1,7,.23333333,.5,.5,.5,0,1,0,1,0,.26666668,.23333333,0
110517_1727,5,1,6,71,3,.2,30,6,8,7,15,.26666668,.23333333,.5,0,1,1,8,7,15,.26666668,.23333333,.5,-1,1,1,15,.5,.5,.5,.26666668,.23333333,0,0,0,0,.26666668,.23333333,0
110517_1727,5,2,2,61,1,.2,6,1.2,2,2,2,.33333334,.33333334,.33333334,0,2,0,2.5,3,.5,.41666666,.5,.083333336,-1,0,0,0,.41666666,.5,.33333334,.33333334,.33333334,0,0,0,1,.41666666,.083333336,1
110517_1727,5,2,2,67,2,.2,6,1.2,2.5,3,.5,.41666666,.5,.083333336,0,2,1,2.5,3,.5,.41666666,.5,.083333336,-1,1,0,0,.5,.5,.5,.41666666,.083333336,0,0,1,1,.41666666,.083333336,0
110517_1727,5,2,2,56,3,.2,6,1.2,0,0,6,0,0,1,0,2,0,2.5,3,.5,.41666666,.5,.083333336,-1,0,0,0,.083333336,.5,1,0,0,1,0,1,1,.41666666,.083333336,0
110517_1727,5,2,5,63,1,.2,6,1.2,3,2,1,.5,.33333334,.16666667,0,2,0,3,3,0,.5,.5,0,-1,1,1,3,.5,.5,.5,.33333334,.16666667,0,1,0,1,.5,0,0
110517_1727,5,2,5,58,2,.2,6,1.2,3,3,0,.5,.5,0,0,2,1,3,3,0,.5,.5,0,-1,1,1,3,.5,.5,.5,.5,0,1,1,1,1,.5,0,0
110517_1727,5,2,5,68,3,.2,6,1.2,2,2,2,.33333334,.33333334,.33333334,0,2,0,3,3,0,.5,.5,0,-1,1,1,0,0,.5,.33333334,.33333334,.33333334,0,1,0,1,.5,0,1
110517_1727,5,3,2,61,1,.2,1.2,0,.40000001,.40000001,.40000001,.33333331,.33333331,.33333331,0,3,0,.40000001,.40000001,.40000001,.33333331,.33333331,.33333331,-1,1,1,.40000001,.33333331,.33333331,.33333331,.33333331,.33333331,0,0,0,0,.33333331,.33333331,1
110517_1727,5,3,2,67,2,.2,1.2,0,.60000002,.60000002,0,.5,.5,0,0,3,0,.40000001,.40000001,.40000001,.33333331,.33333331,.33333331,-1,1,1,.40000001,.33333331,.33333331,.5,.5,0,1,0,1,0,.33333331,.33333331,0
110517_1727,5,3,2,56,3,.2,1.2,0,.40000001,.40000001,.40000001,.33333331,.33333331,.33333331,0,3,1,.40000001,.40000001,.40000001,.33333331,.33333331,.33333331,-1,1,1,.40000001,.33333331,.33333331,.33333331,.33333331,.33333331,0,0,0,0,.33333331,.33333331,1
110517_1727,6,1,1,62,1,.80000001,30,24,15,15,0,.5,.5,0,1,3,0,14.6,0,15.4,.48666668,0,.51333332,-1,1,1,14.6,.48666668,.51333332,.5,.5,0,1,1,1,1,.48666668,0,0
110517_1727,6,1,1,58,2,.80000001,30,24,11,19,0,.36666667,.63333333,0,1,3,0,14.6,0,15.4,.48666668,0,.51333332,-1,0,1,0,0,.51333332,.63333333,.36666667,0,1,1,1,1,.48666668,0,0
110517_1727,6,1,1,70,3,.80000001,30,24,10,10,10,.33333334,.33333334,.33333334,1,3,1,14.6,0,15.4,.48666668,0,.51333332,-1,1,1,15.4,.51333332,.51333332,.33333334,.33333334,.33333334,0,1,0,1,.48666668,0,1
110517_1727,6,1,2,56,1,.80000001,30,24,17,13,0,.56666666,.43333334,0,0,3,0,14,0,16,.46666667,0,.53333336,-1,1,1,14,.46666667,.53333336,.56666666,.43333334,0,1,1,1,1,.46666667,0,0
110517_1727,6,1,2,60,2,.80000001,30,24,16,14,0,.53333336,.46666667,0,0,3,0,14,0,16,.46666667,0,.53333336,-1,0,1,0,0,.53333336,.46666667,.53333336,0,1,1,1,1,.46666667,0,0
110517_1727,6,1,2,55,3,.80000001,30,24,14,0,16,.46666667,0,.53333336,0,3,1,14,0,16,.46666667,0,.53333336,-1,1,1,16,.53333336,.53333336,.53333336,.46666667,0,1,1,1,1,.46666667,0,0
110517_1727,6,1,3,72,1,.80000001,30,24,16,14,0,.53333336,.46666667,0,1,5,0,23.799999,2.9000001,3.3,.79333329,.096666671,.11,-1,1,1,23.799999,.79333329,.11,.53333336,.46666667,0,1,0,1,1,.79333329,.096666671,0
110517_1727,6,1,3,65,2,.80000001,30,24,0,16,14,0,.53333336,.46666667,1,5,0,23.799999,2.9000001,3.3,.79333329,.096666671,.11,-1,0,1,2.9000001,.096666671,.11,.53333336,.46666667,0,1,0,1,1,.79333329,.096666671,0
110517_1727,6,1,3,66,3,.80000001,30,24,13,0,17,.43333334,0,.56666666,1,5,1,23.799999,2.9000001,3.3,.79333329,.096666671,.11,-1,1,1,3.3,.11,.11,.56666666,.43333334,0,1,0,1,1,.79333329,.096666671,0
110517_1727,6,1,4,61,1,.80000001,30,24,10,10,10,.33333334,.33333334,.33333334,1,3,0,14.6,0,15.4,.48666668,0,.51333332,-1,0,0,0,.48666668,.51333332,.33333334,.33333334,.33333334,0,1,0,1,.48666668,0,1
110517_1727,6,1,4,59,2,.80000001,30,24,7.5,15,7.5,.25,.5,.25,1,3,0,14.6,0,15.4,.48666668,0,.51333332,-1,0,0,0,0,.51333332,.5,.25,.25,0,1,0,1,.48666668,0,0
110517_1727,6,1,4,63,3,.80000001,30,24,8,8,14,.26666668,.26666668,.46666667,1,3,1,14.6,0,15.4,.48666668,0,.51333332,-1,1,0,0,.51333332,.51333332,.46666667,.26666668,.26666668,0,1,0,1,.48666668,0,0
110517_1727,6,1,5,68,1,.80000001,30,24,10,10,10,.33333334,.33333334,.33333334,0,3,0,7,7,16,.23333333,.23333333,.53333336,-1,0,0,0,.23333333,.53333336,.33333334,.33333334,.33333334,0,0,0,0,.23333333,.23333333,1
110517_1727,6,1,5,67,2,.80000001,30,24,14.5,14.5,1,.48333332,.48333332,.033333335,0,3,0,7,7,16,.23333333,.23333333,.53333336,-1,0,0,0,.23333333,.53333336,.48333332,.48333332,.033333335,0,0,1,0,.23333333,.23333333,0
110517_1727,6,1,5,71,3,.80000001,30,24,7,7,16,.23333333,.23333333,.53333336,0,3,1,7,7,16,.23333333,.23333333,.53333336,-1,1,0,0,.53333336,.53333336,.53333336,.23333333,.23333333,0,0,0,0,.23333333,.23333333,0
110517_1727,6,1,6,57,1,.80000001,30,24,12,9,9,.40000001,.30000001,.30000001,0,4,0,13.2,0,16.799999,.44,0,.56,-1,1,1,13.2,.44,.56,.40000001,.30000001,.30000001,0,1,0,1,.44,0,0
110517_1727,6,1,6,69,2,.80000001,30,24,15,15,0,.5,.5,0,0,4,0,13.2,0,16.799999,.44,0,.56,-1,0,1,0,0,.56,.5,.5,0,1,1,1,1,.44,0,0
110517_1727,6,1,6,64,3,.80000001,30,24,13.2,0,16.799999,.44,0,.56,0,4,1,13.2,0,16.799999,.44,0,.56,-1,1,1,16.799999,.56,.56,.56,.44,0,1,1,1,1,.44,0,0
110517_1727,6,2,4,61,1,.80000001,24,19.200001,8,8,8,.33333334,.33333334,.33333334,0,1,1,8,8,8,.33333334,.33333334,.33333334,-1,1,1,8,.33333334,.33333334,.33333334,.33333334,.33333334,0,0,0,0,.33333334,.33333334,1
110517_1727,6,2,4,59,2,.80000001,24,19.200001,8,8,8,.33333334,.33333334,.33333334,0,1,0,8,8,8,.33333334,.33333334,.33333334,-1,1,1,8,.33333334,.33333334,.33333334,.33333334,.33333334,0,0,0,0,.33333334,.33333334,1
110517_1727,6,2,4,63,3,.80000001,24,19.200001,12,0,12,.5,0,.5,0,1,0,8,8,8,.33333334,.33333334,.33333334,-1,1,1,8,.33333334,.33333334,.5,.5,0,1,0,1,0,.33333334,.33333334,0
110517_1727,6,2,5,68,1,.80000001,24,19.200001,10,7,7,.41666666,.29166666,.29166666,0,4,1,10,7,7,.41666666,.29166666,.29166666,-1,1,1,10,.41666666,.41666666,.41666666,.29166666,.29166666,0,0,0,0,.29166666,.29166666,0
110517_1727,6,2,5,67,2,.80000001,24,19.200001,9.5,10.5,4,.39583334,.4375,.16666667,0,4,0,10,7,7,.41666666,.29166666,.29166666,-1,0,1,7,.29166666,.41666666,.4375,.39583334,.16666667,0,0,0,0,.29166666,.29166666,0
110517_1727,6,2,5,71,3,.80000001,24,19.200001,8,6,10,.33333334,.25,.41666666,0,4,0,10,7,7,.41666666,.29166666,.29166666,-1,1,1,7,.29166666,.41666666,.41666666,.33333334,.25,0,0,0,0,.29166666,.29166666,0
110517_1727,7,1,1,64,1,.80000001,30,24,16,14,0,.53333336,.46666667,0,0,3,1,16,14,0,.53333336,.46666667,0,0,1,1,16,.53333336,.53333336,.53333336,.46666667,0,1,1,1,1,.46666667,0,0
110517_1727,7,1,1,69,2,.80000001,30,24,15,15,0,.5,.5,0,0,3,0,16,14,0,.53333336,.46666667,0,0,1,1,14,.46666667,.53333336,.5,.5,0,1,1,1,1,.46666667,0,0
110517_1727,7,1,1,56,3,.80000001,30,24,12,0,18,.40000001,0,.60000002,0,3,0,16,14,0,.53333336,.46666667,0,1,0,1,0,0,.53333336,.60000002,.40000001,0,1,1,1,1,.46666667,0,0
110517_1727,7,1,2,68,1,.80000001,30,24,10,10,10,.33333334,.33333334,.33333334,0,3,1,10,10,10,.33333334,.33333334,.33333334,1,1,1,10,.33333334,.33333334,.33333334,.33333334,.33333334,0,0,0,0,.33333334,.33333334,1
110517_1727,7,1,2,71,2,.80000001,30,24,10,15,5,.33333334,.5,.16666667,0,3,0,10,10,10,.33333334,.33333334,.33333334,1,1,1,10,.33333334,.33333334,.5,.33333334,.16666667,0,0,0,0,.33333334,.33333334,0
110517_1727,7,1,2,62,3,.80000001,30,24,15,0,15,.5,0,.5,0,3,0,10,10,10,.33333334,.33333334,.33333334,0,0,1,10,.33333334,.33333334,.5,.5,0,1,0,1,0,.33333334,.33333334,0
110517_1727,7,1,3,65,1,.80000001,30,24,16,14,0,.53333336,.46666667,0,1,2,1,22,8,0,.73333335,.26666668,0,-1,1,1,22,.73333335,.73333335,.53333336,.46666667,0,1,1,1,1,.26666668,0,0
110517_1727,7,1,3,60,2,.80000001,30,24,12,12,6,.40000001,.40000001,.2,1,2,0,22,8,0,.73333335,.26666668,0,.050000001,1,1,8,.26666668,.73333335,.40000001,.40000001,.2,0,1,0,1,.26666668,0,0
110517_1727,7,1,3,70,3,.80000001,30,24,10,10,10,.33333334,.33333334,.33333334,1,2,0,22,8,0,.73333335,.26666668,0,.25,0,1,0,0,.73333335,.33333334,.33333334,.33333334,0,1,0,1,.26666668,0,1
110517_1727,7,1,4,57,1,.80000001,30,24,16,14,0,.53333336,.46666667,0,0,4,1,16,14,0,.53333336,.46666667,0,0,1,1,16,.53333336,.53333336,.53333336,.46666667,0,1,1,1,1,.46666667,0,0
110517_1727,7,1,4,58,2,.80000001,30,24,10,10,10,.33333334,.33333334,.33333334,0,4,0,16,14,0,.53333336,.46666667,0,.40000001,1,1,14,.46666667,.53333336,.33333334,.33333334,.33333334,0,1,0,1,.46666667,0,1
110517_1727,7,1,4,67,3,.80000001,30,24,14.3,0,15.7,.47666666,0,.52333331,0,4,0,16,14,0,.53333336,.46666667,0,.55000001,0,1,0,0,.53333336,.52333331,.47666666,0,1,1,1,1,.46666667,0,0
110517_1727,7,1,5,72,1,.80000001,30,24,16,14,0,.53333336,.46666667,0,1,4,1,18.1,5.9000001,6,.60333335,.19666667,.2,-1,1,1,18.1,.60333335,.60333335,.53333336,.46666667,0,1,0,1,0,.2,.19666667,0
110517_1727,7,1,5,55,2,.80000001,30,24,14,16,0,.46666667,.53333336,0,1,4,0,18.1,5.9000001,6,.60333335,.19666667,.2,.69999999,0,1,5.9000001,.19666667,.60333335,.53333336,.46666667,0,1,0,1,0,.2,.19666667,0
110517_1727,7,1,5,66,3,.80000001,30,24,13,0,17,.43333334,0,.56666666,1,4,0,18.1,5.9000001,6,.60333335,.19666667,.2,1,1,1,6,.2,.60333335,.56666666,.43333334,0,1,0,1,0,.2,.19666667,0
110517_1727,7,1,6,59,1,.80000001,30,24,12,10,8,.40000001,.33333334,.26666668,1,4,1,16.5,6.8000002,6.6999998,.55000001,.22666667,.22333333,-1,1,1,16.5,.55000001,.55000001,.40000001,.33333334,.26666668,0,0,0,0,.22666667,.22333333,0
110517_1727,7,1,6,61,2,.80000001,30,24,10,10,10,.33333334,.33333334,.33333334,1,4,0,16.5,6.8000002,6.6999998,.55000001,.22666667,.22333333,.75,0,1,6.8000002,.22666667,.55000001,.33333334,.33333334,.33333334,0,0,0,0,.22666667,.22333333,1
110517_1727,7,1,6,63,3,.80000001,30,24,15,0,15,.5,0,.5,1,4,0,16.5,6.8000002,6.6999998,.55000001,.22666667,.22333333,.85000002,1,1,6.6999998,.22333333,.55000001,.5,.5,0,1,0,1,0,.22666667,.22333333,0
110517_1727,8,1,1,61,1,.2,30,6,10,10,10,.33333334,.33333334,.33333334,1,4,0,7.0999999,7,15.9,.23666666,.23333333,.52999997,.0099999998,0,0,0,.23666666,.52999997,.33333334,.33333334,.33333334,0,0,0,0,.23666666,.23333333,1
110517_1727,8,1,1,72,2,.2,30,6,14,16,0,.46666667,.53333336,0,1,4,0,7.0999999,7,15.9,.23666666,.23333333,.52999997,.93000001,0,0,0,.23333333,.52999997,.53333336,.46666667,0,1,0,1,0,.23666666,.23333333,0
110517_1727,8,1,1,57,3,.2,30,6,10,10,10,.33333334,.33333334,.33333334,1,4,1,7.0999999,7,15.9,.23666666,.23333333,.52999997,-1,1,0,0,.52999997,.52999997,.33333334,.33333334,.33333334,0,0,0,0,.23666666,.23333333,1
110517_1727,8,1,2,67,1,.2,30,6,16.5,13.5,0,.55000001,.44999999,0,1,2,0,2,0,28,.06666667,0,.93333334,.64999998,0,0,0,.06666667,.93333334,.55000001,.44999999,0,1,1,1,1,.06666667,0,0
110517_1727,8,1,2,55,2,.2,30,6,6.0999999,18,5.9000001,.20333333,.60000002,.19666667,1,2,0,2,0,28,.06666667,0,.93333334,.5,0,0,0,0,.93333334,.60000002,.20333333,.19666667,0,1,0,1,.06666667,0,0
110517_1727,8,1,2,65,3,.2,30,6,14,0,16,.46666667,0,.53333336,1,2,1,2,0,28,.06666667,0,.93333334,-1,1,0,0,.93333334,.93333334,.53333336,.46666667,0,1,1,1,1,.06666667,0,0
110517_1727,8,1,3,68,1,.2,30,6,10,10,10,.33333334,.33333334,.33333334,1,3,0,14.3,0,15.7,.47666666,0,.52333331,1,1,1,14.3,.47666666,.52333331,.33333334,.33333334,.33333334,0,1,0,1,.47666666,0,1
110517_1727,8,1,3,69,2,.2,30,6,14,16,0,.46666667,.53333336,0,1,3,0,14.3,0,15.7,.47666666,0,.52333331,0,0,1,0,0,.52333331,.53333336,.46666667,0,1,1,1,1,.47666666,0,0
110517_1727,8,1,3,71,3,.2,30,6,8,8,14,.26666668,.26666668,.46666667,1,3,1,14.3,0,15.7,.47666666,0,.52333331,-1,1,1,15.7,.52333331,.52333331,.46666667,.26666668,.26666668,0,1,0,1,.47666666,0,0
110517_1727,8,1,4,58,1,.2,30,6,10,10,10,.33333334,.33333334,.33333334,0,3,0,13,0,17,.43333334,0,.56666666,.40000001,1,1,13,.43333334,.56666666,.33333334,.33333334,.33333334,0,1,0,1,.43333334,0,1
110517_1727,8,1,4,63,2,.2,30,6,5,15,10,.16666667,.5,.33333334,0,3,0,13,0,17,.43333334,0,.56666666,.15000001,0,1,0,0,.56666666,.5,.33333334,.16666667,0,1,0,1,.43333334,0,0
110517_1727,8,1,4,66,3,.2,30,6,13,0,17,.43333334,0,.56666666,0,3,1,13,0,17,.43333334,0,.56666666,0,1,1,17,.56666666,.56666666,.56666666,.43333334,0,1,1,1,1,.43333334,0,0
110517_1727,8,1,5,60,1,.2,30,6,10,10,10,.33333334,.33333334,.33333334,1,4,0,5.6999998,5.6999998,18.6,.19,.19,.62,.85000002,0,0,0,.19,.62,.33333334,.33333334,.33333334,0,0,0,0,.19,.19,1
110517_1727,8,1,5,56,2,.2,30,6,11,19,0,.36666667,.63333333,0,1,4,0,5.6999998,5.6999998,18.6,.19,.19,.62,0,0,0,0,.19,.62,.63333333,.36666667,0,1,0,1,0,.19,.19,0
110517_1727,8,1,5,64,3,.2,30,6,14,0,16,.46666667,0,.53333336,1,4,1,5.6999998,5.6999998,18.6,.19,.19,.62,-1,1,0,0,.62,.62,.53333336,.46666667,0,1,0,1,0,.19,.19,0
110517_1727,8,1,6,70,1,.2,30,6,10,10,10,.33333334,.33333334,.33333334,0,3,0,10,10,10,.33333334,.33333334,.33333334,0,1,1,10,.33333334,.33333334,.33333334,.33333334,.33333334,0,0,0,0,.33333334,.33333334,1
110517_1727,8,1,6,62,2,.2,30,6,15,15,0,.5,.5,0,0,3,0,10,10,10,.33333334,.33333334,.33333334,0,0,1,10,.33333334,.33333334,.5,.5,0,1,0,1,0,.33333334,.33333334,0
110517_1727,8,1,6,59,3,.2,30,6,10,10,10,.33333334,.33333334,.33333334,0,3,1,10,10,10,.33333334,.33333334,.33333334,.1,1,1,10,.33333334,.33333334,.33333334,.33333334,.33333334,0,0,0,0,.33333334,.33333334,1
110517_1727,8,2,1,61,1,.2,6,1.2,2,2,2,.33333334,.33333334,.33333334,0,2,1,2,2,2,.33333334,.33333334,.33333334,-1,1,1,2,.33333334,.33333334,.33333334,.33333334,.33333334,0,0,0,0,.33333334,.33333334,1
110517_1727,8,2,1,72,2,.2,6,1.2,2,4,0,.33333334,.66666669,0,0,2,0,2,2,2,.33333334,.33333334,.33333334,-1,1,1,2,.33333334,.33333334,.66666669,.33333334,0,1,0,1,0,.33333334,.33333334,0
110517_1727,8,2,1,57,3,.2,6,1.2,2,0,4,.33333334,0,.66666669,0,2,0,2,2,2,.33333334,.33333334,.33333334,-1,1,1,2,.33333334,.33333334,.66666669,.33333334,0,1,0,1,0,.33333334,.33333334,0
110517_1727,8,2,2,67,1,.2,6,1.2,2,2,2,.33333334,.33333334,.33333334,0,3,1,2,2,2,.33333334,.33333334,.33333334,-1,1,1,2,.33333334,.33333334,.33333334,.33333334,.33333334,0,0,0,0,.33333334,.33333334,1
110517_1727,8,2,2,55,2,.2,6,1.2,0,4,2,0,.66666669,.33333334,0,3,0,2,2,2,.33333334,.33333334,.33333334,-1,1,1,2,.33333334,.33333334,.66666669,.33333334,0,1,0,1,0,.33333334,.33333334,0
110517_1727,8,2,2,65,3,.2,6,1.2,0,3,3,0,.5,.5,0,3,0,2,2,2,.33333334,.33333334,.33333334,-1,1,1,2,.33333334,.33333334,.5,.5,0,1,0,1,0,.33333334,.33333334,0
110517_1727,8,2,5,60,1,.2,6,1.2,2,2,2,.33333334,.33333334,.33333334,0,4,1,2,2,2,.33333334,.33333334,.33333334,-1,1,1,2,.33333334,.33333334,.33333334,.33333334,.33333334,0,0,0,0,.33333334,.33333334,1
110517_1727,8,2,5,56,2,.2,6,1.2,2,4,0,.33333334,.66666669,0,0,4,0,2,2,2,.33333334,.33333334,.33333334,-1,1,1,2,.33333334,.33333334,.66666669,.33333334,0,1,0,1,0,.33333334,.33333334,0
110517_1727,8,2,5,64,3,.2,6,1.2,3,0,3,.5,0,.5,0,4,0,2,2,2,.33333334,.33333334,.33333334,-1,1,1,2,.33333334,.33333334,.5,.5,0,1,0,1,0,.33333334,.33333334,0
110517_1727,9,1,1,63,1,.60000002,30,18,16,14,0,.53333336,.46666667,0,0,3,0,14,0,16,.46666667,0,.53333336,0,1,1,14,.46666667,.53333336,.53333336,.46666667,0,1,1,1,1,.46666667,0,0
110517_1727,9,1,1,64,2,.60000002,30,18,14,16,0,.46666667,.53333336,0,0,3,0,14,0,16,.46666667,0,.53333336,0,0,1,0,0,.53333336,.53333336,.46666667,0,1,1,1,1,.46666667,0,0
110517_1727,9,1,1,55,3,.60000002,30,18,14,0,16,.46666667,0,.53333336,0,3,1,14,0,16,.46666667,0,.53333336,.2,1,1,16,.53333336,.53333336,.53333336,.46666667,0,1,1,1,1,.46666667,0,0
110517_1727,9,1,2,60,1,.60000002,30,18,10,10,10,.33333334,.33333334,.33333334,0,3,0,11,0,19,.36666667,0,.63333333,.050000001,0,0,0,.36666667,.63333333,.33333334,.33333334,.33333334,0,1,0,1,.36666667,0,1
110517_1727,9,1,2,66,2,.60000002,30,18,13,17,0,.43333334,.56666666,0,0,3,0,11,0,19,.36666667,0,.63333333,0,0,0,0,0,.63333333,.56666666,.43333334,0,1,1,1,1,.36666667,0,0
110517_1727,9,1,2,58,3,.60000002,30,18,11,0,19,.36666667,0,.63333333,0,3,1,11,0,19,.36666667,0,.63333333,.94999999,1,0,0,.63333333,.63333333,.63333333,.36666667,0,1,1,1,1,.36666667,0,0
